id,totalsteps,totaldistance,trackerdistance,loggedactivitiesdistance,veryactivedistance,moderatelyactivedistance,lightactivedistance,sedentaryactivedistance,veryactiveminutes,fairlyactiveminutes,lightlyactiveminutes,sedentaryminutes,calories,date,day_of_week,type
1624580081,1727,1.120000005,1.120000005,0,0,0,1.120000005,0.01,0,0,102,1338,1341,2016-05-06T05:00:00Z,Friday,Sedentary
1624580081,2104,1.370000005,1.370000005,0,0,0,1.370000005,0,0,0,182,1258,1474,2016-05-07T05:00:00Z,Saturday,Sedentary
1624580081,3427,2.2300000190000002,2.2300000190000002,0,0,0,2.220000029,0,0,0,152,1288,1427,2016-05-08T05:00:00Z,Sunday,Sedentary
1624580081,1732,1.129999995,1.129999995,0,0,0,1.129999995,0,0,0,91,1349,1328,2016-05-09T05:00:00Z,Monday,Sedentary
1624580081,2969,1.929999948,1.929999948,0,0,0,1.919999957,0.01,0,0,139,1301,1393,2016-05-10T05:00:00Z,Tuesday,Sedentary
1624580081,3134,2.039999962,2.039999962,0,0,0,2.039999962,0,0,0,112,1328,1359,2016-05-11T05:00:00Z,Wednesday,Sedentary
1624580081,2971,1.929999948,1.929999948,0,0,0,1.919999957,0.01,0,0,107,890,1002,2016-05-12T05:00:00Z,Thursday,Sedentary
1644430081,10694,7.769999981,7.769999981,0,0.140000001,2.299999952,5.329999924,0,2,51,256,1131,3199,2016-04-12T05:00:00Z,Tuesday,Active
1644430081,8001,5.820000172,5.820000172,0,2.279999971,0.899999976,2.640000105,0,30,16,135,1259,2902,2016-04-13T05:00:00Z,Wednesday,Active
1644430081,11037,8.020000458,8.020000458,0,0.360000014,2.5599999429999998,5.099999905,0,5,58,252,1125,3226,2016-04-14T05:00:00Z,Thursday,Active
1644430081,5263,3.829999924,3.829999924,0,0.219999999,0.150000006,3.450000048,0,3,4,170,1263,2750,2016-04-15T05:00:00Z,Friday,Fairly Active
1644430081,15300,11.11999989,11.11999989,0,4.099999905,1.879999995,5.090000153,0,51,42,212,1135,3493,2016-04-16T05:00:00Z,Saturday,Highly Active
1644430081,8757,6.3699998859999996,6.3699998859999996,0,2.25,0.569999993,3.549999952,0,29,13,186,1212,3011,2016-04-17T05:00:00Z,Sunday,Active
1644430081,7132,5.190000057,5.190000057,0,1.070000052,1.669999957,2.450000048,0,15,33,121,1271,2806,2016-04-18T05:00:00Z,Monday,Fairly Active
1644430081,11256,8.180000305,8.180000305,0,0.360000014,2.529999971,5.300000191,0,5,58,278,1099,3300,2016-04-19T05:00:00Z,Tuesday,Active
1644430081,2436,1.769999981,1.769999981,0,0,0,1.75999999,0.01,0,0,125,1315,2430,2016-04-20T05:00:00Z,Wednesday,Sedentary
1644430081,1223,0.889999986,0.889999986,0,0,0,0.879999995,0.01,0,0,38,1402,2140,2016-04-21T05:00:00Z,Thursday,Sedentary
1644430081,3673,2.670000076,2.670000076,0,0,0,2.660000086,0.01,0,0,86,1354,2344,2016-04-22T05:00:00Z,Friday,Sedentary
1644430081,6637,4.829999924,4.829999924,0,0,0.579999983,4.25,0,0,15,160,1265,2677,2016-04-23T05:00:00Z,Saturday,Fairly Active
1644430081,3321,2.410000086,2.410000086,0,0,0,2.410000086,0,0,0,89,1351,2413,2016-04-24T05:00:00Z,Sunday,Sedentary
1644430081,3580,2.5999999049999998,2.5999999049999998,0,0.589999974,0.059999999,1.950000048,0,8,1,94,1337,2497,2016-04-25T05:00:00Z,Monday,Sedentary
1644430081,9919,7.2100000380000004,7.2100000380000004,0,0.800000012,1.720000029,4.690000057,0,11,41,223,1165,3123,2016-04-26T05:00:00Z,Tuesday,Active
1644430081,3032,2.200000048,2.200000048,0,0,0,2.200000048,0,0,0,118,1322,2489,2016-04-27T05:00:00Z,Wednesday,Sedentary
1644430081,9405,6.840000153,6.840000153,0,0.200000003,2.319999933,4.309999943,0,3,53,227,1157,3108,2016-04-28T05:00:00Z,Thursday,Active
1644430081,3176,2.3099999429999998,2.3099999429999998,0,0,0,2.3099999429999998,0,0,0,120,1193,2498,2016-04-29T05:00:00Z,Friday,Sedentary
1644430081,18213,13.23999977,13.23999977,0,0.629999995,3.140000105,9.460000038,0,9,71,402,816,3846,2016-04-30T05:00:00Z,Saturday,Highly Active
1644430081,6132,4.4600000380000004,4.4600000380000004,0,0.239999995,0.99000001,3.2300000190000002,0,3,24,146,908,2696,2016-05-01T05:00:00Z,Sunday,Fairly Active
1644430081,3758,2.7300000190000002,2.7300000190000002,0,0.07,0.310000002,2.3499999049999998,0,1,7,148,682,2580,2016-05-02T05:00:00Z,Monday,Sedentary
1644430081,12850,9.340000153,9.340000153,0,0.720000029,4.090000153,4.5399999619999996,0,10,94,221,1115,3324,2016-05-03T05:00:00Z,Tuesday,Highly Active
1644430081,2309,1.679999948,1.679999948,0,0,0,1.659999967,0.02,0,0,52,1388,2222,2016-05-04T05:00:00Z,Wednesday,Sedentary
1644430081,4363,3.1900000570000002,3.1900000570000002,0,0.519999981,0.540000021,2.130000114,0.01,6,12,81,1341,2463,2016-05-05T05:00:00Z,Thursday,Sedentary
1644430081,9787,7.1199998859999996,7.1199998859999996,0,0.819999993,0.270000011,6.010000229,0.02,11,6,369,1054,3328,2016-05-06T05:00:00Z,Friday,Active
1644430081,13372,9.720000267,9.720000267,0,3.25999999,0.790000021,5.670000076,0.01,41,17,243,1139,3404,2016-05-07T05:00:00Z,Saturday,Highly Active
1644430081,6724,4.889999866,4.889999866,0,0,0,4.8800001140000004,0,0,0,295,991,2987,2016-05-08T05:00:00Z,Sunday,Fairly Active
1644430081,6643,4.829999924,4.829999924,0,2.390000105,0.349999994,2.089999914,0.01,32,6,303,1099,3008,2016-05-09T05:00:00Z,Monday,Fairly Active
1644430081,9167,6.659999847,6.659999847,0,0.879999995,0.810000002,4.96999979,0.01,12,19,155,1254,2799,2016-05-10T05:00:00Z,Tuesday,Active
1644430081,1329,0.970000029,0.970000029,0,0,0,0.949999988,0.01,0,0,49,713,1276,2016-05-11T05:00:00Z,Wednesday,Sedentary
1844505072,6697,4.429999828,4.429999828,0,0,0,4.429999828,0,0,0,339,1101,2030,2016-04-12T05:00:00Z,Tuesday,Fairly Active
1844505072,4929,3.25999999,3.25999999,0,0,0,3.25999999,0,0,0,248,1192,1860,2016-04-13T05:00:00Z,Wednesday,Sedentary
1844505072,7937,5.25,5.25,0,0,0,5.230000019,0,0,0,373,843,2130,2016-04-14T05:00:00Z,Thursday,Fairly Active
1844505072,3844,2.539999962,2.539999962,0,0,0,2.539999962,0,0,0,176,527,1725,2016-04-15T05:00:00Z,Friday,Sedentary
1844505072,3414,2.25999999,2.25999999,0,0,0,2.25999999,0,0,0,147,1293,1657,2016-04-16T05:00:00Z,Saturday,Sedentary
1844505072,4525,2.99000001,2.99000001,0,0.140000001,0.25999999,2.589999914,0,2,8,199,1231,1793,2016-04-17T05:00:00Z,Sunday,Sedentary
1844505072,4597,3.039999962,3.039999962,0,0,0.479999989,2.5599999429999998,0,0,12,217,1211,1814,2016-04-18T05:00:00Z,Monday,Sedentary
1844505072,197,0.129999995,0.129999995,0,0,0,0.129999995,0,0,0,10,1430,1366,2016-04-19T05:00:00Z,Tuesday,Sedentary
1844505072,8,0.01,0.01,0,0,0,0.01,0,0,0,1,1439,1349,2016-04-20T05:00:00Z,Wednesday,Sedentary
1844505072,8054,5.320000172,5.320000172,0,0.119999997,0.519999981,4.679999828,0,2,13,308,1117,2062,2016-04-21T05:00:00Z,Thursday,Active
1844505072,5372,3.549999952,3.549999952,0,0,0,3.549999952,0,0,0,220,1220,1827,2016-04-22T05:00:00Z,Friday,Fairly Active
1844505072,3570,2.359999895,2.359999895,0,0,0,2.359999895,0,0,0,139,1301,1645,2016-04-23T05:00:00Z,Saturday,Sedentary
1844505072,0,0,0,0,0,0,0,0,0,0,0,1440,1347,2016-04-24T05:00:00Z,Sunday,Sedentary
1844505072,0,0,0,0,0,0,0,0,0,0,0,1440,1347,2016-04-25T05:00:00Z,Monday,Sedentary
1844505072,0,0,0,0,0,0,0,0,0,0,0,1440,1347,2016-04-26T05:00:00Z,Tuesday,Sedentary
1844505072,4,0,0,0,0,0,0,0,0,0,1,1439,1348,2016-04-27T05:00:00Z,Wednesday,Sedentary
1844505072,6907,4.570000172,4.570000172,0,0,0,4.559999943,0,0,0,302,1138,1992,2016-04-28T05:00:00Z,Thursday,Fairly Active
1844505072,4920,3.25,3.25,0,0,0,3.25,0,0,0,247,1082,1856,2016-04-29T05:00:00Z,Friday,Sedentary
1844505072,4014,2.670000076,2.670000076,0,0,0,2.6500000950000002,0,0,0,184,218,1763,2016-04-30T05:00:00Z,Saturday,Sedentary
1844505072,2573,1.700000048,1.700000048,0,0,0.25999999,1.450000048,0,0,7,75,585,1541,2016-05-01T05:00:00Z,Sunday,Sedentary
1844505072,0,0,0,0,0,0,0,0,0,0,0,1440,1348,2016-05-02T05:00:00Z,Monday,Sedentary
1844505072,4059,2.680000067,2.680000067,0,0,0,2.680000067,0,0,0,184,1256,1742,2016-05-03T05:00:00Z,Tuesday,Sedentary
1844505072,2080,1.370000005,1.370000005,0,0,0,1.370000005,0,0,0,87,1353,1549,2016-05-04T05:00:00Z,Wednesday,Sedentary
1844505072,2237,1.480000019,1.480000019,0,0,0,1.480000019,0,0,0,120,1320,1589,2016-05-05T05:00:00Z,Thursday,Sedentary
1844505072,44,0.029999999,0.029999999,0,0,0,0.029999999,0,0,0,2,1438,1351,2016-05-06T05:00:00Z,Friday,Sedentary
1844505072,0,0,0,0,0,0,0,0,0,0,0,1440,1347,2016-05-07T05:00:00Z,Saturday,Sedentary
1844505072,0,0,0,0,0,0,0,0,0,0,0,1440,1347,2016-05-08T05:00:00Z,Sunday,Sedentary
1844505072,0,0,0,0,0,0,0,0,0,0,0,1440,1347,2016-05-09T05:00:00Z,Monday,Sedentary
1844505072,0,0,0,0,0,0,0,0,0,0,0,1440,1347,2016-05-10T05:00:00Z,Tuesday,Sedentary
1844505072,0,0,0,0,0,0,0,0,0,0,0,1440,1347,2016-05-11T05:00:00Z,Wednesday,Sedentary
1844505072,0,0,0,0,0,0,0,0,0,0,0,711,665,2016-05-12T05:00:00Z,Thursday,Sedentary
1927972279,678,0.469999999,0.469999999,0,0,0,0.469999999,0,0,0,55,734,2220,2016-04-12T05:00:00Z,Tuesday,Sedentary
1927972279,356,0.25,0.25,0,0,0,0.25,0,0,0,32,986,2151,2016-04-13T05:00:00Z,Wednesday,Sedentary
1927972279,2163,1.5,1.5,0,0,0.400000006,1.100000024,0,0,9,88,1292,2383,2016-04-14T05:00:00Z,Thursday,Sedentary
1927972279,980,0.680000007,0.680000007,0,0,0,0.680000007,0,0,0,51,941,2221,2016-04-15T05:00:00Z,Friday,Sedentary
1927972279,0,0,0,0,0,0,0,0,0,0,0,1440,2064,2016-04-16T05:00:00Z,Saturday,Sedentary
1927972279,0,0,0,0,0,0,0,0,0,0,0,1440,2063,2016-04-17T05:00:00Z,Sunday,Sedentary
1927972279,244,0.170000002,0.170000002,0,0,0,0.170000002,0,0,0,17,1423,2111,2016-04-18T05:00:00Z,Monday,Sedentary
1927972279,0,0,0,0,0,0,0,0,0,0,0,1440,2063,2016-04-19T05:00:00Z,Tuesday,Sedentary
1927972279,0,0,0,0,0,0,0,0,0,0,0,1440,2063,2016-04-20T05:00:00Z,Wednesday,Sedentary
1927972279,0,0,0,0,0,0,0,0,0,0,0,1440,2064,2016-04-21T05:00:00Z,Thursday,Sedentary
1927972279,149,0.100000001,0.100000001,0,0,0,0.100000001,0,0,0,10,1430,2093,2016-04-22T05:00:00Z,Friday,Sedentary
1927972279,2945,2.039999962,2.039999962,0,0,0,2.039999962,0,0,0,145,1295,2499,2016-04-23T05:00:00Z,Saturday,Sedentary
1927972279,2090,1.450000048,1.450000048,0,0.07,0.239999995,1.139999986,0,1,6,75,1358,2324,2016-04-24T05:00:00Z,Sunday,Sedentary
1927972279,152,0.109999999,0.109999999,0,0,0,0.109999999,0,0,0,12,1303,2100,2016-04-25T05:00:00Z,Monday,Sedentary
1927972279,3761,2.5999999049999998,2.5999999049999998,0,0,0,2.5999999049999998,0,0,0,192,1058,2638,2016-04-26T05:00:00Z,Tuesday,Sedentary
1927972279,0,0,0,0,0,0,0,0,0,0,0,1440,2063,2016-04-27T05:00:00Z,Wednesday,Sedentary
1927972279,1675,1.159999967,1.159999967,0,0,0,1.159999967,0,0,0,95,1167,2351,2016-04-28T05:00:00Z,Thursday,Sedentary
1927972279,0,0,0,0,0,0,0,0,0,0,0,1440,2063,2016-04-29T05:00:00Z,Friday,Sedentary
1927972279,0,0,0,0,0,0,0,0,0,0,0,1440,2064,2016-04-30T05:00:00Z,Saturday,Sedentary
1927972279,2704,1.870000005,1.870000005,0,1.00999999,0.029999999,0.829999983,0,14,1,70,1355,2411,2016-05-01T05:00:00Z,Sunday,Sedentary
1927972279,3790,2.619999886,2.619999886,0,1.159999967,0.300000012,1.159999967,0,16,8,94,1322,2505,2016-05-02T05:00:00Z,Monday,Sedentary
1927972279,1326,0.920000017,0.920000017,0,0.730000019,0,0.180000007,0,10,0,17,1413,2195,2016-05-03T05:00:00Z,Tuesday,Sedentary
1927972279,1786,1.24000001,1.24000001,0,0,0,1.24000001,0,0,0,87,1353,2338,2016-05-04T05:00:00Z,Wednesday,Sedentary
1927972279,0,0,0,0,0,0,0,0,0,0,0,1440,2063,2016-05-05T05:00:00Z,Thursday,Sedentary
1927972279,2091,1.450000048,1.450000048,0,0,0,1.450000048,0,0,0,108,1332,2383,2016-05-06T05:00:00Z,Friday,Sedentary
1927972279,1510,1.039999962,1.039999962,0,0,0,1.039999962,0,0,0,48,1392,2229,2016-05-07T05:00:00Z,Saturday,Sedentary
1927972279,0,0,0,0,0,0,0,0,0,0,0,1440,2063,2016-05-08T05:00:00Z,Sunday,Sedentary
1927972279,0,0,0,0,0,0,0,0,0,0,0,1440,2063,2016-05-09T05:00:00Z,Monday,Sedentary
1927972279,0,0,0,0,0,0,0,0,0,0,0,1440,2063,2016-05-10T05:00:00Z,Tuesday,Sedentary
1927972279,0,0,0,0,0,0,0,0,0,0,0,1440,2063,2016-05-11T05:00:00Z,Wednesday,Sedentary
1927972279,0,0,0,0,0,0,0,0,0,0,0,966,1383,2016-05-12T05:00:00Z,Thursday,Sedentary
2022484408,11875,8.340000153,8.340000153,0,3.3099999429999998,0.769999981,4.260000229,0,42,14,227,1157,2390,2016-04-12T05:00:00Z,Tuesday,Active
2022484408,12024,8.5,8.5,0,2.99000001,0.100000001,5.409999847,0,43,5,292,1100,2601,2016-04-13T05:00:00Z,Wednesday,Highly Active
2022484408,10690,7.5,7.5,0,2.4800000190000002,0.209999993,4.820000172,0,32,3,257,1148,2312,2016-04-14T05:00:00Z,Thursday,Active
2022484408,11034,8.029999733,8.029999733,0,1.940000057,0.310000002,5.78000021,0,27,9,282,1122,2525,2016-04-15T05:00:00Z,Friday,Active
2022484408,10100,7.090000153,7.090000153,0,3.1500000950000002,0.550000012,3.390000105,0,41,11,151,1237,2177,2016-04-16T05:00:00Z,Saturday,Active
2022484408,15112,11.399999619999999,11.399999619999999,0,3.869999886,0.660000026,6.8800001140000004,0,28,29,331,1052,2782,2016-04-17T05:00:00Z,Sunday,Highly Active
2022484408,14131,10.06999969,10.06999969,0,3.640000105,0.119999997,6.300000191,0,48,3,311,1078,2770,2016-04-18T05:00:00Z,Monday,Highly Active
2022484408,11548,8.529999733,8.529999733,0,3.289999962,0.239999995,5,0,31,7,250,1152,2489,2016-04-19T05:00:00Z,Tuesday,Active
2022484408,15112,10.67000008,10.67000008,0,3.339999914,1.929999948,5.400000095,0,48,63,276,1053,2897,2016-04-20T05:00:00Z,Wednesday,Highly Active
2022484408,12453,8.739999771,8.739999771,0,3.329999924,1.110000014,4.309999943,0,104,53,255,1028,3158,2016-04-21T05:00:00Z,Thursday,Highly Active
2022484408,12954,9.3299999239999991,9.3299999239999991,0,4.429999828,0.419999987,4.46999979,0,52,10,273,1105,2638,2016-04-22T05:00:00Z,Friday,Highly Active
2022484408,6001,4.2100000380000004,4.2100000380000004,0,0,0,4.2100000380000004,0,0,0,249,1191,2069,2016-04-23T05:00:00Z,Saturday,Fairly Active
2022484408,13481,10.27999973,10.27999973,0,4.550000191,1.149999976,4.579999924,0,37,26,216,1161,2529,2016-04-24T05:00:00Z,Sunday,Highly Active
2022484408,11369,8.010000229,8.010000229,0,3.329999924,0.219999999,4.4600000380000004,0,44,8,217,1171,2470,2016-04-25T05:00:00Z,Monday,Active
2022484408,10119,7.190000057,7.190000057,0,1.429999948,0.660000026,5.110000134,0,55,24,275,1086,2793,2016-04-26T05:00:00Z,Tuesday,Active
2022484408,10159,7.1300001140000004,7.1300001140000004,0,1.039999962,0.970000029,5.1199998859999996,0,19,20,282,1119,2463,2016-04-27T05:00:00Z,Wednesday,Active
2022484408,10140,7.1199998859999996,7.1199998859999996,0,0.409999996,1.330000043,5.389999866,0,6,20,291,1123,2296,2016-04-28T05:00:00Z,Thursday,Active
2022484408,10245,7.190000057,7.190000057,0,0.479999989,1.210000038,5.5,0,21,40,281,1098,2611,2016-04-29T05:00:00Z,Friday,Active
2022484408,18387,12.90999985,12.90999985,0,0.939999998,1.399999976,10.56999969,0,13,23,361,1043,2732,2016-04-30T05:00:00Z,Saturday,Highly Active
2022484408,10538,7.400000095,7.400000095,0,1.940000057,0.959999979,4.5,0,25,28,245,1142,2380,2016-05-01T05:00:00Z,Sunday,Active
2022484408,10379,7.2899999619999996,7.2899999619999996,0,2.609999895,0.340000004,4.329999924,0,36,8,277,1119,2473,2016-05-02T05:00:00Z,Monday,Active
2022484408,12183,8.739999771,8.739999771,0,3.99000001,0.460000008,4.28000021,0,72,14,250,1104,2752,2016-05-03T05:00:00Z,Tuesday,Highly Active
2022484408,11768,8.289999962,8.289999962,0,2.50999999,0.930000007,4.849999905,0,36,27,272,1105,2649,2016-05-04T05:00:00Z,Wednesday,Active
2022484408,11895,8.350000381,8.350000381,0,2.789999962,0.860000014,4.699999809,0,55,20,253,1112,2609,2016-05-05T05:00:00Z,Thursday,Active
2022484408,10227,7.179999828,7.179999828,0,1.870000005,0.670000017,4.639999866,0,24,17,295,1104,2498,2016-05-06T05:00:00Z,Friday,Active
2022484408,6708,4.7100000380000004,4.7100000380000004,0,1.610000014,0.079999998,3.0199999809999998,0,20,2,149,1269,1995,2016-05-07T05:00:00Z,Saturday,Fairly Active
2022484408,3292,2.3099999429999998,2.3099999429999998,0,0,0,2.3099999429999998,0,0,0,135,1305,1848,2016-05-08T05:00:00Z,Sunday,Sedentary
2022484408,13379,9.390000343,9.390000343,0,2.119999886,1.629999995,5.639999866,0,35,47,297,1061,2709,2016-05-09T05:00:00Z,Monday,Highly Active
2022484408,12798,8.979999542,8.979999542,0,2.220000029,1.210000038,5.559999943,0,57,28,271,1084,2797,2016-05-10T05:00:00Z,Tuesday,Highly Active
2022484408,13272,9.319999695,9.319999695,0,4.179999828,1.149999976,3.99000001,0,58,25,224,1133,2544,2016-05-11T05:00:00Z,Wednesday,Highly Active
